Matricule	Id appartenance	Id fonction occupée	Nom	Prénom	Code du groupe politique	Nom court du groupe politique	Date de début d'appartenance	Date de fin d'appartenance	Nom court fonction	Date de début de la fonction	Date de fin de la fonction
04076N	1711	1973	Le Texier	Raymonde	SOC	Groupe socialiste et républicain	05/10/2004	30/09/2011	Membre	05/10/2004	30/09/2011
57830P	1192	1452	Letoquart	Léandre	C	Communistes		01/10/1978	Membre		01/10/1978
57130R	1193	1453	Levacher	François	CRARS	Centre Républicain d'Action Rurale et Sociale		01/10/1971	Membre		01/10/1971
000710	1518	1778	Leveque	Paul	RI	Groupe des RI		01/10/1968	Membre		01/10/1968
07025P	1858	2137	Le Vern	Alain	NI	Réunion administrative des non-inscrits	29/06/2007	03/07/2007	Membre	29/06/2007	03/07/2007
07025P	1861	2140	Le Vern	Alain	SOC	Groupe socialiste et républicain	04/07/2007	30/09/2013	Membre	04/07/2007	30/09/2013
19697Q	2810	3204	Lévrier	Martin	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19697Q	2885	3281	Lévrier	Martin	LREM	Groupe La République En Marche	03/10/2017		Membre	03/10/2017	
000708	1519	1779	Leygue	Louis	GD	Gauche Démocratique		23/09/1962	Membre		23/09/1962
89033R	1194	1454	Leyzour	Félix	CRC	Groupe CRCE		12/06/1997	Membre		12/06/1997
19581D	2804	3198	Lherbier	Brigitte	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19581D	2954	3356	Lherbier	Brigitte	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
000005	1195	1455	Lhospied	Jean	SOC	Groupe socialiste et républicain		01/10/1974	Membre		01/10/1974
000124	1153	1413	L'Huillier	Waldeck	C	Communistes		06/12/1962	Membre		06/12/1962
11077T	2288	2562	Lienemann	Marie-Noëlle	SOC	Groupe socialiste et républicain	01/10/2011	15/10/2018	Membre	01/10/2011	15/10/2018
11077T	3022	3428	Lienemann	Marie-Noëlle	CRC	Groupe CRCE	16/10/2018		Membre	16/10/2018	
000200	1196	1456	Liot	Robert	UNR	Union pour la Nouvelle République		01/10/1968	Membre		01/10/1968
12035A	2373	2693	Lipietz	Hélène	ECO	Groupe écologiste	17/06/2012	04/05/2014	Membre	17/06/2012	04/05/2014
12035A	2739	3132	Lipietz	Hélène	NI	Réunion administrative des non-inscrits	07/08/2017	01/10/2017	Membre	07/08/2017	01/10/2017
95044H	298	298	Lise	Claude	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
59546W	1197	1457	Lise	Roger	UC	Groupe Union Centriste		01/10/1995	Membre		01/10/1995
14205J	2453	2771	Loisier	Anne-Catherine	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14205J	2582	2924	Loisier	Anne-Catherine	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
58925A	1448	1708	Lombard	Georges	UC	Groupe Union Centriste		01/10/1989	Membre		01/10/1989
80025C	50	50	Lombard	Maurice	RPR	Groupe du RPR		30/09/1998	Membre		30/09/1998
000017	1198	1458	Longchambon	Henri	GD	Gauche Démocratique		20/03/1969	Membre		20/03/1969
14219Q	2473	2791	Longeot	Jean-François	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14219Q	2583	2925	Longeot	Jean-François	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
000351	1199	1459	Longequeue	Louis	SOC	Groupe socialiste et républicain		11/08/1990	Membre		11/08/1990
10005K	2102	2374	Longère	Christiane	UMP	Groupe Les Républicains	17/04/2010	30/09/2011	Membre	17/04/2010	30/09/2011
01048V	556	555	Longuet	Gérard	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01048V	610	607	Longuet	Gérard	RI	Groupe des RI	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01048V	795	791	Longuet	Gérard	UMP	Groupe Les Républicains	11/12/2002	27/03/2011	Membre	11/12/2002	06/07/2009
01048V	795	2357	Longuet	Gérard	UMP	Groupe Les Républicains	11/12/2002	27/03/2011	Président	07/07/2009	07/03/2011
01048V	795	2398	Longuet	Gérard	UMP	Groupe Les Républicains	11/12/2002	27/03/2011	Membre	08/03/2011	27/03/2011
01048V	2126	2404	Longuet	Gérard	UMP	Groupe Les Républicains	01/10/2011	01/11/2011	Membre	01/10/2011	01/11/2011
01048V	2377	2699	Longuet	Gérard	UMP	Groupe Les Républicains	17/06/2012		Membre	17/06/2012	
14059S	2463	2781	Lopez	Vivette	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14059S	2557	2889	Lopez	Vivette	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
11106F	2192	2466	Lorgeoux	Jeanny	SOC	Groupe socialiste et républicain	01/10/2011	01/10/2017	Membre	01/10/2011	01/10/2017
86037H	64	64	Loridant	Paul	CRC	Groupe CRCE		30/09/2004	Membre		30/09/2004
95045J	810	806	Lorrain	Jean-Louis	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
95045J	2096	2369	Lorrain	Jean-Louis	NI	Réunion administrative des non-inscrits	07/03/2010	09/03/2010	Membre	07/03/2010	09/03/2010
95045J	2098	2371	Lorrain	Jean-Louis	UMP	Groupe Les Républicains	10/03/2010	27/06/2013	Membre	10/03/2010	27/06/2013
95045J	217	217	Lorrain	Jean-Louis	UC	Groupe Union Centriste		10/12/2002	Membre		10/12/2002
000762	1520	1780	Loste	Henri	RI	Groupe des RI		01/10/1971	Membre		01/10/1971
19441R	2756	3150	Louault	Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19441R	2976	3382	Louault	Pierre	UC	Groupe Union Centriste	03/10/2017		Membre	03/10/2017	
92033R	719	715	Loueckhote	Simon	UMP	Groupe Les Républicains	11/12/2002	30/09/2011	Membre	11/12/2002	30/09/2011
92033R	302	302	Loueckhote	Simon	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
59547X	1200	1460	Louisy	François	SOC	Groupe socialiste et républicain		01/10/1995	Membre		01/10/1995
000015	1461	1721	Louvel	Jean-Marie	UCDP	Union Centriste des Démocrates de Progrès		13/06/1970	Membre		13/06/1970
59548Y	1201	1461	Louvot	Pierre	RI	Groupe des RI		01/10/1995	Membre		01/10/1995
08012N	2032	2303	Lozach	Jean-Jacques	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
000004	1202	1462	du Luart	Ladislas	RIAS	Républicains Indépendants d'Action Sociale (Devenu C.N.I.P.)		02/10/1977	Membre		02/10/1977
77043E	776	772	du Luart	Roland	UMP	Groupe Les Républicains	11/12/2002	30/09/2014	Membre	11/12/2002	30/09/2014
77043E	231	231	du Luart	Roland	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
17779H	2818	3212	Lubin	Monique	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
17779H	2916	3314	Lubin	Monique	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
77044F	263	263	Luc	Hélène	CRC	Groupe CRCE		18/09/2007	Président	01/01/1979	03/04/2001
77044F	263	505	Luc	Hélène	CRC	Groupe CRCE		18/09/2007	Membre	04/04/2001	18/09/2007
14103D	2441	2759	Luche	Jean-Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14103D	2584	2926	Luche	Jean-Claude	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
59549A	1203	1463	Lucotte	Marcel	RI	Groupe des RI		01/10/1995	Président		01/10/1995
12016W	2844	3238	Lurel	Victorin	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
12016W	2917	3315	Lurel	Victorin	SOC	Groupe socialiste et républicain	03/10/2017		Membre	03/10/2017	
02004M	648	645	Luypaert	Brigitte	NI	Réunion administrative des non-inscrits	08/06/2002	19/06/2002	Membre	08/06/2002	19/06/2002
02004M	651	648	Luypaert	Brigitte	UC	Groupe Union Centriste	19/06/2002	10/12/2002	Membre	19/06/2002	10/12/2002
02004M	809	805	Luypaert	Brigitte	UMP	Groupe Les Républicains	11/12/2002	01/06/2004	Membre	11/12/2002	01/06/2004
000633	1204	1464	Machefer	Philippe	SOC	Groupe socialiste et républicain		15/08/1982	Membre		15/08/1982
83040P	144	144	Machet	Jacques	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
04079R	1786	2050	Madec	Roger	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04079R	1715	1977	Madec	Roger	SOC	Groupe socialiste et républicain	05/10/2004	01/10/2017	Membre	05/10/2004	01/10/2017
80026D	101	101	Madelain	Jean	UC	Groupe Union Centriste		30/09/1998	Membre		30/09/1998
80027E	88	88	Madrelle	Philippe	SOC	Groupe socialiste et républicain	28/09/1980	27/08/2019	Membre	28/09/1980	27/08/2019
11104D	2227	2501	Magner	Jacques-Bernard	SOC	Groupe socialiste et républicain	01/10/2011		Membre	01/10/2011	
08019V	2049	2320	Magras	Michel	UMP	Groupe Les Républicains	01/10/2008		Membre	01/10/2008	
95046K	250	250	Mahéas	Jacques	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
000223	1205	1465	Mailhe	Pierre	GD	Gauche Démocratique		01/10/1974	Membre		01/10/1974
000518	1206	1466	Maille	Pierre	UCDP	Union Centriste des Démocrates de Progrès		16/11/1973	Membre		16/11/1973
000059	1207	1467	Maillols	Sylvain	RPR	Groupe du RPR		02/10/1983	Membre		02/10/1983
58947G	1606	1866	Malassagne	Paul	RPR	Groupe du RPR		01/10/1989	Membre		01/10/1989
000742	1589	1849	Male	Fernand	GD	Gauche Démocratique		21/02/1961	Membre		21/02/1961
000611	1449	1709	Male	Guy	UC	Groupe Union Centriste		03/12/1987	Membre		03/12/1987
74028S	132	132	Malécot	Kléber	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
19657G	2747	3141	Malet	Viviane	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19657G	2955	3357	Malet	Viviane	UMP	Groupe Les Républicains	03/10/2017		Membre	03/10/2017	
14018U	2432	2750	Malherbe	Hermeline	AUCUN	Sénateurs n'appartenant à aucun groupe	27/08/2014	08/09/2014	Membre	27/08/2014	08/09/2014
14018U	2435	2753	Malherbe	Hermeline	RDSE	Groupe du RDSE	09/09/2014	01/10/2017	Membre	09/09/2014	01/10/2017
14251Q	2500	2818	Malhuret	Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14251Q	2558	2890	Malhuret	Claude	UMP	Groupe Les Républicains	07/10/2014	02/10/2017	Membre	07/10/2014	02/10/2017
14251Q	2874	3269	Malhuret	Claude	RTLI	Groupe Les Indépendants - République et Territoires	03/10/2017		Président	03/10/2017	
04100U	1803	2081	Malovry	Lucienne	UMP	Groupe Les Républicains	02/11/2004	30/09/2011	Membre	02/11/2004	30/09/2011
92034S	405	413	Maman	André	UC	Groupe Union Centriste	05/10/1998	30/09/2001	Membre	05/10/1998	30/09/2001
92034S	314	314	Maman	André	NI	Réunion administrative des non-inscrits		04/10/1998	Membre		04/10/1998
14063N	2469	2787	Manable	Christian	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14063N	2589	2931	Manable	Christian	SOC	Groupe socialiste et républicain	07/10/2014		Membre	07/10/2014	
14031R	2448	2766	Mandelli	Didier	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14031R	2559	2891	Mandelli	Didier	UMP	Groupe Les Républicains	07/10/2014		Membre	07/10/2014	
80028F	58	58	Manet	Michel	SOC	Groupe socialiste et républicain		30/09/1998	Membre		30/09/1998
01004H	504	502	Mano	Jean-Yves	SOC	Groupe socialiste et républicain	28/03/2001	30/09/2004	Membre	28/03/2001	30/09/2004
03004R	1636	1901	Mantienne	Bernard	NI	Réunion administrative des non-inscrits	13/02/2004	23/02/2004	Membre	13/02/2004	23/02/2004
03004R	1637	1903	Mantienne	Bernard	UC	Groupe Union Centriste	24/02/2004	30/09/2004	Membre	24/02/2004	30/09/2004
14111D	2510	2828	Marc	Alain	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14111D	2568	2900	Marc	Alain	UMP	Groupe Les Républicains	07/10/2014	02/10/2017	Membre	07/10/2014	02/10/2017
14111D	2875	3270	Marc	Alain	RTLI	Groupe Les Indépendants - République et Territoires	03/10/2017		Membre	03/10/2017	
59715V	1208	1468	Marcellin	Raymond	UREI	Union des Républicains et des Indépendants		21/06/1981	Membre		21/06/1981
56406W	1209	1469	Marcellin	Roger	RI	Groupe des RI		04/07/1962	Membre		04/07/1962
98046X	365	370	Marc	François	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/1998	04/10/1998	Membre	01/10/1998	04/10/1998
98046X	397	405	Marc	François	SOC	Groupe socialiste et républicain	05/10/1998	24/09/2017	Membre	05/10/1998	24/09/2017
19637C	2801	3195	Marchand	Frédéric	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19637C	2886	3282	Marchand	Frédéric	LREM	Groupe La République En Marche	03/10/2017		Membre	03/10/2017	
000236	1210	1470	Marcilhacy	Pierre	NI	Réunion administrative des non-inscrits		01/10/1980	Membre		01/10/1980
93007T	431	448	Marest	Max	NI	Réunion administrative des non-inscrits	19/03/2000	24/03/2000	Membre	19/03/2000	24/03/2000
93007T	432	449	Marest	Max	RPR	Groupe du RPR	24/03/2000	10/12/2002	Membre	24/03/2000	10/12/2002
93007T	740	736	Marest	Max	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
000498	1211	1471	Marette	Jacques	UNR	Union pour la Nouvelle République		15/05/1962	Membre		15/05/1962
14001X	2408	2723	Marie	Didier	AUCUN	Sénateurs n'appartenant à aucun groupe	01/01/2014	06/01/2014	Membre	01/01/2014	06/01/2014
14001X	2409	2724	Marie	Didier	SOC	Groupe socialiste et républicain	07/01/2014		Membre	07/01/2014	
57749X	1212	1472	Marie Anne	Georges	RPR	Groupe du RPR		02/10/1977	Membre		02/10/1977
92035T	688	684	Marini	Philippe	UMP	Groupe Les Républicains	11/12/2002	08/01/2015	Membre	11/12/2002	08/01/2015
92035T	179	179	Marini	Philippe	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
000746	1521	1781	Maroselli	André	GD	Gauche Démocratique		22/09/1968	Membre		22/09/1968
92036U	209	209	Marquès	René	UC	Groupe Union Centriste		30/09/2001	Membre		30/09/2001
000738	1522	1782	Marrane	Georges	C	Communistes		01/10/1968	Membre		01/10/1968
000227	1213	1473	Marre	Louis	RI	Groupe des RI		02/10/1977	Membre		02/10/1977
11085T	2310	2584	Marseille	Hervé	UC	Groupe Union Centriste	01/10/2011		Membre	01/10/2011	01/11/2011
11085T	2310	2631	Marseille	Hervé	UC	Groupe Union Centriste	01/10/2011		Vice-Président	02/11/2011	06/10/2014
11085T	2310	2909	Marseille	Hervé	UC	Groupe Union Centriste	01/10/2011		Membre	07/10/2014	02/10/2017
11085T	2310	3371	Marseille	Hervé	UC	Groupe Union Centriste	01/10/2011		Président	03/10/2017	
04096S	2313	2587	Marsin	Daniel	RDSE	Groupe du RDSE		30/09/2011	Membre		30/09/2011
58633Q	1214	1474	Marson	James	C	Communistes		01/10/1986	Membre		01/10/1986
000561	1215	1475	Martin	André	RDE	Rassemblement Démocratique et Européen		07/11/1993	Membre		07/11/1993
59235J	1216	1476	Martin	Hubert	UREI	Union des Républicains et des Indépendants		01/10/1992	Membre		01/10/1992
58342G	1576	1836	Martin	Louis	UREI	Union des Républicains et des Indépendants		02/10/1983	Membre		02/10/1983
57456M	1217	1477	Martin	Marcel	NI	Réunion administrative des non-inscrits		01/10/1974	Membre		01/10/1974
95047L	707	703	Martin	Pierre	UMP	Groupe Les Républicains	11/12/2002	30/09/2014	Membre	11/12/2002	30/09/2014
95047L	258	258	Martin	Pierre	RPR	Groupe du RPR		10/12/2002	Membre		10/12/2002
58621L	1218	1478	Martin	René	C	Communistes		01/10/1986	Membre		01/10/1986
19826F	3057	3468	Martin	Pascal	NI	Réunion administrative des non-inscrits	01/10/2019	01/10/2019	Membre	01/10/2019	01/10/2019
19826F	3058	3469	Martin	Pascal	UC	Groupe Union Centriste	02/10/2019		Membre	02/10/2019	
000136	1219	1479	Marzin	Pierre	GD	Gauche Démocratique		01/10/1980	Membre		01/10/1980
14273W	2639	2992	Masclet	Patrick	UMP	Groupe Les Républicains	22/04/2015	04/06/2017	Membre	22/04/2015	04/06/2017
000332	1577	1837	Massa	Paul	GD	Gauche Démocratique		01/10/1971	Membre		01/10/1971
83042R	568	567	Masseret	Jean-Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
83042R	611	608	Masseret	Jean-Pierre	SOC	Groupe socialiste et républicain	02/10/2001	30/09/2011	Membre	02/10/2001	30/09/2011
83042R	2434	2752	Masseret	Jean-Pierre	SOC	Groupe socialiste et républicain	01/09/2014	27/06/2017	Membre	01/09/2014	27/06/2017
83042R	2706	3088	Masseret	Jean-Pierre	LREM	Groupe La République En Marche	28/06/2017	01/10/2017	Membre	28/06/2017	01/10/2017
95003X	241	241	Massion	Marc	SOC	Groupe socialiste et républicain	06/07/1995	31/12/2013	Membre	06/07/1995	31/12/2013
58939G	1220	1480	Masson	Christian	RPR	Groupe du RPR		01/10/1989	Membre		01/10/1989
01060R	569	568	Masson	Jean Louis	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01060R	612	609	Masson	Jean Louis	RPR	Groupe du RPR	02/10/2001	10/12/2002	Membre	02/10/2001	10/12/2002
01060R	751	747	Masson	Jean Louis	UMP	Groupe Les Républicains	11/12/2002	12/11/2003	Membre	11/12/2002	12/11/2003
01060R	1634	1899	Masson	Jean Louis	UMP	Groupe Les Républicains	13/11/2003	06/04/2004	Membre	13/11/2003	06/04/2004
01060R	1638	1904	Masson	Jean Louis	NI	Réunion administrative des non-inscrits	07/04/2004		Membre	07/04/2004	
83043S	427	444	Masson	Paul	RPR	Groupe du RPR	27/01/2000	30/09/2001	Membre	27/01/2000	30/09/2001
83043S	131	131	Masson	Paul	RPR	Groupe du RPR		27/01/2000	Membre		27/01/2000
13001T	2390	2713	Masson-Maret	Hélène	UMP	Groupe Les Républicains	07/02/2013	30/09/2014	Membre	07/02/2013	30/09/2014
000080	1221	1481	Masteau	Jacques	GD	Gauche Démocratique		01/10/1968	Membre		01/10/1968
000771	1523	1783	Mathey	Pierre	GD	Gauche Démocratique		27/11/1972	Membre		27/11/1972
000314	1578	1838	Mathias	Jean-Baptiste	UDR	Union des Démocrates pour la République		22/05/1974	Membre		22/05/1974
77047J	773	769	Mathieu	Serge	UMP	Groupe Les Républicains	11/12/2002	30/09/2004	Membre	11/12/2002	30/09/2004
77047J	221	221	Mathieu	Serge	RI	Groupe des RI		10/12/2002	Membre		10/12/2002
88011F	1222	1482	Mathieu	François	UC	Groupe Union Centriste		17/11/1997	Membre		17/11/1997
01038T	545	544	Mathon-Poinat	Josiane	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2001	01/10/2001	Membre	01/10/2001	01/10/2001
01038T	613	610	Mathon-Poinat	Josiane	CRC	Groupe CRCE	02/10/2001	30/09/2011	Membre	02/10/2001	30/09/2011
000269	1223	1483	Mathy	Marcel	SOC	Groupe socialiste et républicain		20/03/1982	Membre		20/03/1982
000502	1224	1484	Matraja	Pierre	SOC	Groupe socialiste et républicain		01/10/1989	Membre		01/10/1989
000767	1524	1784	de Maupeou	Jacques	RI	Groupe des RI		22/01/1963	Membre		22/01/1963
08009T	2007	2278	Maurey	Hervé	UC	Groupe Union Centriste	01/10/2008		Membre	01/10/2008	01/11/2011
08009T	2007	2627	Maurey	Hervé	UC	Groupe Union Centriste	01/10/2008		Vice-Président	02/11/2011	06/10/2014
08009T	2007	2910	Maurey	Hervé	UC	Groupe Union Centriste	01/10/2008		Membre	07/10/2014	
59550S	1225	1485	Maurice-Bokanowski	Michel	RPR	Groupe du RPR		01/10/1995	Membre		01/10/1995
92037V	175	175	Mauroy	Pierre	SOC	Groupe socialiste et républicain		30/09/2011	Membre		30/09/2011
000179	1226	1486	Maury	Jacques	UCDP	Union Centriste des Démocrates de Progrès		02/10/1977	Membre		02/10/1977
08062Y	2067	2338	Mayet	Jean-François	UMP	Groupe Les Républicains	01/10/2008		Membre	01/10/2008	
95048M	259	259	Mazars	Georges	SOC	Groupe socialiste et républicain		02/11/1998	Membre		02/11/1998
12039E	2381	2702	Mazars	Stéphane	RDSE	Groupe du RDSE	22/07/2012	04/05/2014	Membre	22/07/2012	04/05/2014
08053X	2039	2310	Mazuir	Rachel	SOC	Groupe socialiste et républicain	01/10/2008		Membre	01/10/2008	
14221J	2476	2794	Médevielle	Pierre	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2014	06/10/2014	Membre	01/10/2014	06/10/2014
14221J	2585	2927	Médevielle	Pierre	UC	Groupe Union Centriste	07/10/2014		Membre	07/10/2014	
05015D	1832	2110	Megdoud	Mohamed	UNR	Union pour la Nouvelle République	13/11/1961	04/07/1962	Membre	13/11/1961	04/07/1962
86039K	1702	1964	Mélenchon	Jean-Luc	SOC	Groupe socialiste et républicain	01/10/2004	27/11/2008	Membre	01/10/2004	27/11/2008
86039K	2081	2354	Mélenchon	Jean-Luc	CRC	Groupe CRCE	28/11/2008	07/01/2010	Membre	28/11/2008	07/01/2010
86039K	67	67	Mélenchon	Jean-Luc	SOC	Groupe socialiste et républicain		27/04/2000	Membre		27/04/2000
04057K	1689	1951	Mélot	Colette	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04057K	1763	2027	Mélot	Colette	UMP	Groupe Les Républicains	05/10/2004	02/10/2017	Membre	05/10/2004	02/10/2017
04057K	2876	3271	Mélot	Colette	RTLI	Groupe Les Indépendants - République et Territoires	03/10/2017		Membre	03/10/2017	
000355	1227	1487	Menard	Jacques	UREI	Union des Républicains et des Indépendants		01/10/1986	Membre		01/10/1986
19563B	2828	3222	Menonville	Franck	AUCUN	Sénateurs n'appartenant à aucun groupe	02/10/2017	02/10/2017	Membre	02/10/2017	02/10/2017
19563B	2896	3292	Menonville	Franck	RDSE	Groupe du RDSE	03/10/2017	14/05/2019	Membre	03/10/2017	14/05/2019
19563B	3038	3453	Menonville	Franck	RTLI	Groupe Les Indépendants - République et Territoires	15/05/2019		Membre	15/05/2019	
89034S	77	77	de Menou	Jacques	RPR	Groupe du RPR		30/09/1998	Membre		30/09/1998
000233	1228	1488	Menu	Roger	UCDP	Union Centriste des Démocrates de Progrès		19/08/1970	Membre		19/08/1970
04083M	1719	1981	Merceron	Jean-Claude	AUCUN	Sénateurs n'appartenant à aucun groupe	01/10/2004	04/10/2004	Membre	01/10/2004	04/10/2004
04083M	1744	2007	Merceron	Jean-Claude	UC	Groupe Union Centriste	05/10/2004	30/09/2014	Membre	05/10/2004	01/11/2011
04083M	1744	2632	Merceron	Jean-Claude	UC	Groupe Union Centriste	05/10/2004	30/09/2014	Vice-Président	02/11/2011	30/09/2014
