Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Date de fin de mandat	Annee de fin de mandat	Article de la commune	Commune	Identifiant fonction	Date de debut de fonction	Annee de debut de fonction	Date de fin de fonction	Annee de fin de fonction	Fonction
92030N	M.	Leclerc	Dominique	ANCIEN	6031		11/03/2001		21/03/2008	2008	de	La Ville-aux-Dames	2331	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92030N	M.	Leclerc	Dominique	ANCIEN	6031		11/03/2001		21/03/2008	2008	de	La Ville-aux-Dames	2612	17/03/2001	2001	31/01/2006	2006	Maire
92030N	M.	Leclerc	Dominique	ANCIEN	6031		11/03/2001		21/03/2008	2008	de	La Ville-aux-Dames	11157	01/02/2006	2006	21/03/2008	2008	Conseiller municipal
19677L	Mme	Lefebvre	Nadège	ANCIEN	51248	16/03/2008	16/03/2008				de	Lachapelle-aux-Pots	50446	16/03/2008				Maire
97006K	M.	Lefebvre	Pierre	ANCIEN	694				11/03/2001	2001	de 	Dechy	694			11/03/2001	2001	Conseiller municipal
08010L	M.	Lefèvre	Antoine	ACTIF	11492			2001			de	Laon	11422	18/03/2001		15/10/2017		Maire
08010L	M.	Lefèvre	Antoine	ACTIF	11492			2001			de	Laon	11657		1995		1999	Conseiller municipal
08010L	M.	Lefèvre	Antoine	ACTIF	11492			2001			de	Laon	11658		1999	17/03/2001		Adjoint au maire
08010L	M.	Lefèvre	Antoine	ACTIF	11492			2001			de	Laon	50718	16/10/2017				Conseiller municipal
000280	M.	Lefort	Fernand	ANCIEN	10146							Saint-Ouen	3316					Conseiller municipal
92031P	M.	Legendre	Jacques	ANCIEN	697			1995	10/03/2001		de 	Cambrai	697		1995	10/03/2001	2001	Maire
92031P	M.	Legendre	Jacques	ANCIEN	6032		11/03/2001				de	Cambrai	2333	11/03/2001	2001			Conseiller municipal
96001A	M.	Lèguevaques	Guy	ANCIEN	642						de 	Launaguet	642					Conseiller municipal
80024B	M.	Lejeune	André	ANCIEN	5127			1978	11/03/2001	2001	de 	Guéret	2057			28/11/1998	1998	Maire
80024B	M.	Lejeune	André	ANCIEN	5127			1978	11/03/2001	2001	de 	Guéret	2159	28/11/1998	1998	11/03/2001	2001	Conseiller municipal
80024B	M.	Lejeune	André	ANCIEN	6119		11/03/2001	2001	09/09/2009	2009	de	Guéret	2422	11/03/2001	2001	09/09/2009	2009	Conseiller municipal
08039A	M.	Leleux	Jean-Pierre	ACTIF	11634		01/03/1983		31/03/2014		de	Grasse	11513	18/06/1995	1995	31/03/2014		Maire
08039A	M.	Leleux	Jean-Pierre	ACTIF	11634		01/03/1983		31/03/2014		de	Grasse	11660	01/03/1983		01/06/1987		Conseiller municipal
08039A	M.	Leleux	Jean-Pierre	ACTIF	11634		01/03/1983		31/03/2014		de	Grasse	11661	01/06/1987		18/06/1995		Adjoint au maire
92032Q	M.	Lemaire	Guy	ANCIEN	671				11/03/2001	2001	de 	La Baule	671			11/03/2001	2001	Conseiller municipal
000144	M.	Lemaire	Marcel	ANCIEN	10147							Saint-Thierry	3317					Maire
14037X	M.	Lemoyne	Jean-Baptiste	ANCIEN	13824	28/03/2014		2014			de	Vallery	13254		2014			Maire
11003M	M.	Léonard	Claude	ANCIEN	12074			1983			de	Montmédy	12264		2008			Conseiller municipal
11003M	M.	Léonard	Claude	ANCIEN	12074			1983			de	Montmédy	12266		1983		2008	Maire
19289C	M.	Léonhardt	Olivier	ACTIF	50795		15/06/2001				de 	Sainte-Geneviève-des-bois	50088	15/06/2001		25/09/2017		Maire
19289C	M.	Léonhardt	Olivier	ACTIF	50795		15/06/2001				de 	Sainte-Geneviève-des-bois	50592	26/09/2017				Conseiller municipal
98025S	M.	Lepeltier	Serge	ANCIEN	5103			1989	11/03/2001	2001	de 	Bourges	2046		1995	11/03/2001	2001	Maire
98025S	M.	Lepeltier	Serge	ANCIEN	5103			1989	11/03/2001	2001	de 	Bourges	2873		1989		1995	Conseiller municipal
98025S	M.	Lepeltier	Serge	ANCIEN	6120		11/03/2001	2001			de	Bourges	2423	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
98025S	M.	Lepeltier	Serge	ANCIEN	6120		11/03/2001	2001			de	Bourges	2613	17/03/2001	2001			Maire
19483C	M.	Leroux	Sébastien	ANCIEN	50934	05/01/2016	16/03/2014				de	Putanges-le-Lac	50242	05/01/2016				Maire
19483C	M.	Leroux	Sébastien	ANCIEN	50934	05/01/2016	16/03/2014				de	Putanges-le-Lac	50573	16/03/2014		04/01/2016		Adjoint au maire
19483C	M.	Leroux	Sébastien	ANCIEN	51391	18/03/2001	18/03/2001		15/03/2008		d'	Alençon	50574	18/03/2001		15/03/2008		Conseiller municipal
19483C	M.	Leroux	Sébastien	ANCIEN	51392	19/03/1995	19/03/1995		17/03/2001		de	Putanges-Pont-Ecrepin 	50575	19/03/1995		17/03/2001		Conseiller municipal
19729F	M.	Leroy	Henri	ACTIF	51473	18/06/1995	18/06/1995				de	Mandelieu-la-Napoule	50679	18/06/1995		31/10/2017		Maire
19729F	M.	Leroy	Henri	ACTIF	51473	18/06/1995	18/06/1995				de	Mandelieu-la-Napoule	50908	01/11/2017				Conseiller municipal
19729F	M.	Leroy	Henri	ACTIF	51473	18/06/1995	18/06/1995				de	Mandelieu-la-Napoule	50989	24/01/2018				Maire
01061S	M.	Leroy	Philippe	ANCIEN	6615			1981	19/08/2019	2001	de	Vic-sur-Seille	3081		1981		2001	Maire
89006N	M.	Lesbros	Marcel	ANCIEN	586				11/03/2001	2001	de 	La Saulce	586			11/03/2001	2001	Maire
88005H	M.	Lesein	François	ANCIEN	583						de 	Sissonne	583					Maire
01043Q	Mme	Létard	Valérie	ACTIF	6536		18/03/2001	2001		2005	de	Valenciennes	2996	18/03/2001	2001		2005	Adjoint au maire
01043Q	Mme	Létard	Valérie	ACTIF	12057			2008	12/01/2016		de	Valenciennes	11805		2008	12/01/2016		Adjoint au maire
19697Q	M.	Lévrier	Martin	ACTIF	51292	16/03/2008	16/03/2008				de	Versailles	50480	16/03/2008				Conseiller municipal
89033R	M.	Leyzour	Félix	ANCIEN	10148							Callac	3318					Maire
95044H	M.	Lise	Claude	ANCIEN	796				11/03/2001	2001	de 	Fort-de-France	796			11/03/2001	2001	Adjoint au maire
59546W	M.	Lise	Roger	ANCIEN	10149							Case-Pilote	3319					Conseiller municipal
14205J	Mme	Loisier	Anne-Catherine	ACTIF	14109	17/03/2008	17/03/2008				de	Saulieu	13526	17/03/2008		11/10/2017		Maire
14205J	Mme	Loisier	Anne-Catherine	ACTIF	14109	17/03/2008	17/03/2008				de	Saulieu	50775	12/10/2017				Conseiller municipal
14219Q	M.	Longeot	Jean-François	ACTIF	14187			2014	28/02/2018		d'	Ornans	13550		2014	25/01/2016		Maire
14219Q	M.	Longeot	Jean-François	ACTIF	14187			2014	28/02/2018		d'	Ornans	13893	26/01/2016		28/02/2018		Conseiller municipal
000351	M.	Longequeue	Louis	ANCIEN	10150							Limoges	3320					Maire
10005K	Mme	Longère	Christiane	ANCIEN	12029			1997			de	Briennon	11780		1997			Maire
14059S	Mme	Lopez	Vivette	ACTIF	13843	18/03/2001	18/03/2001				de 	Mus	13272	18/03/2001		18/09/2017		Maire
14059S	Mme	Lopez	Vivette	ACTIF	13843	18/03/2001	18/03/2001				de 	Mus	50829	19/09/2017				Conseiller municipal
11106F	M.	Lorgeoux	Jeanny	ANCIEN	12565			1977			de	Romorantin-Lanthenay	12833	01/04/1977	1977	30/03/1985	1985	Conseiller municipal
11106F	M.	Lorgeoux	Jeanny	ANCIEN	12565			1977			de	Romorantin-Lanthenay	12834	01/04/1985	1985			Maire
86037H	M.	Loridant	Paul	ANCIEN	627				11/03/2001	2001	de 	Les Ulis	627			11/03/2001	2001	Maire
86037H	M.	Loridant	Paul	ANCIEN	6074		11/03/2001	2001			de	Les Ulis	2371	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
86037H	M.	Loridant	Paul	ANCIEN	6074		11/03/2001	2001			de	Les Ulis	2706	17/03/2001	2001			Maire
95045J	M.	Lorrain	Jean-Louis	ANCIEN	730			1977	11/03/2001	2001	de 	Landser	730		1977	11/03/2001	2001	Maire
95045J	M.	Lorrain	Jean-Louis	ANCIEN	6075		11/03/2001	2001		2008	de	Landser	2372	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95045J	M.	Lorrain	Jean-Louis	ANCIEN	6075		11/03/2001	2001		2008	de	Landser	2645	17/03/2001	2001		2008	Maire
92033R	M.	Loueckhote	Simon	ANCIEN	799			1983	11/03/2001	2001	d'	Ouvéa	799		1983	11/03/2001	2001	Conseiller municipal
92033R	M.	Loueckhote	Simon	ANCIEN	11351			2008		2008	de	Nouméa	11321		2008		2008	Conseiller municipal
59547X	M.	Louisy	François	ANCIEN	10151				17/09/2007	2007		Goyave	3321			17/09/2007	2007	Maire
08012N	M.	Lozach	Jean-Jacques	ACTIF	11512			1986	18/06/1995	1995	de	Masbaraud-Mérignat	11431		1986	18/06/1995	1995	Maire
08012N	M.	Lozach	Jean-Jacques	ACTIF	11513		18/06/1995	1995		2009	de	Bourganeuf	11432	18/06/1995	1995		2001	Maire
08012N	M.	Lozach	Jean-Jacques	ACTIF	11513		18/06/1995	1995		2009	de	Bourganeuf	11433		2001		2009	Conseiller municipal
17779H	Mme	Lubin	Monique	ACTIF	51327	19/03/1989	19/03/1989		15/03/2008		d'	Aubagnan	50506	25/11/1999		15/03/2008		Maire
17779H	Mme	Lubin	Monique	ACTIF	51327	19/03/1989	19/03/1989		15/03/2008		d'	Aubagnan	50614	19/03/1989		24/11/1999		Conseiller municipal
17779H	Mme	Lubin	Monique	ACTIF	51329		16/03/2008		31/10/2017		de	Hagetmau	50508	16/03/2008		31/10/2017		Conseiller municipal
14103D	M.	Luche	Jean-Claude	ACTIF	13919			1983		1995	de	Pierrefiche	13355		1986		1995	Maire
14103D	M.	Luche	Jean-Claude	ACTIF	13919			1983		1995	de	Pierrefiche	13356		1983		1985	Conseiller municipal
14103D	M.	Luche	Jean-Claude	ACTIF	13920			1996		2010	de	Saint-Geniez-d'Olt	13357		1996		2008	Maire
14103D	M.	Luche	Jean-Claude	ACTIF	13920			1996		2010	de	Saint-Geniez-d'Olt	13358		2009		2010	Premier adjoint au maire
12016W	M.	Lurel	Victorin	ACTIF	51369	19/03/2001	19/03/1989		29/04/2005		de	Vieux-Habitants	50547	19/03/2001		29/04/2005		Maire
12016W	M.	Lurel	Victorin	ACTIF	51369	19/03/2001	19/03/1989		29/04/2005		de	Vieux-Habitants	50551	19/03/1989		18/03/2001		Conseiller municipal
02004M	Mme	Luypaert	Brigitte	ANCIEN	6747		11/03/2001	2001			de 	Berd'huis	3121	11/03/2001	2001			Maire
04079R	M.	Madec	Roger	ANCIEN	10960		03/07/1995				de	Paris (19ème arrondissement)	10970	03/07/1995	1995	31/03/2014		Maire d'arrondissement
04079R	M.	Madec	Roger	ANCIEN	10960		03/07/1995				de	Paris (19ème arrondissement)	13137	01/04/2014				Conseiller de Paris
80027E	M.	Madrelle	Philippe	ANCIEN	6122		11/03/1976	1976	27/08/2019	2001	de	Carbon-Blanc	2425	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
80027E	M.	Madrelle	Philippe	ANCIEN	6122		11/03/1976	1976	27/08/2019	2001	de	Carbon-Blanc	2662	17/03/1976	1976	23/03/2001	2001	Maire
11104D	M.	Magner	Jacques-Bernard	ACTIF	12805		13/03/1983		18/03/2001		de	Clermont-Ferrand	12962	13/03/1983		18/03/1989		Conseiller municipal
11104D	M.	Magner	Jacques-Bernard	ACTIF	12805		13/03/1983		18/03/2001		de	Clermont-Ferrand	12963	19/03/1989		18/03/2001		Adjoint au maire
11104D	M.	Magner	Jacques-Bernard	ACTIF	13778	01/04/2014	01/04/2014				de 	Charbonnières-les-Vieilles	13198	01/04/2014		05/10/2017		Maire
11104D	M.	Magner	Jacques-Bernard	ACTIF	13778	01/04/2014	01/04/2014				de 	Charbonnières-les-Vieilles	50734	06/11/2017				Conseiller municipal
08019V	M.	Magras	Michel	ACTIF	11545					2007	de	Saint-Barthélemy	11455	15/06/1995		15/07/2007		Adjoint au maire
95046K	M.	Mahéas	Jacques	ANCIEN	756				11/03/2001	2001	de 	Neuilly-sur-Marne	756			11/03/2001	2001	Maire
95046K	M.	Mahéas	Jacques	ANCIEN	6077		11/03/2001	2001			de	Neuilly-sur-Marne	2374	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95046K	M.	Mahéas	Jacques	ANCIEN	6077		11/03/2001	2001			de	Neuilly-sur-Marne	2663	17/03/2001	2001			Maire
58947G	M.	Malassagne	Paul	ANCIEN	10152				05/09/2007	2007		Massiac	3322			05/09/2007	2007	Conseiller municipal
000611	M.	Male	Guy	ANCIEN	10153							Prades	3323					Maire
19657G	Mme	Malet	Viviane	ACTIF	51093		16/03/2008				de	Saint-Pierre	50380	30/03/2014		22/12/2017		Adjoint au maire
19657G	Mme	Malet	Viviane	ACTIF	51093		16/03/2008				de	Saint-Pierre	50382	16/03/2008		29/03/2014		Conseiller municipal
19657G	Mme	Malet	Viviane	ACTIF	51093		16/03/2008				de	Saint-Pierre	50988	23/12/2017				Conseiller municipal
14251Q	M.	Malhuret	Claude	ACTIF	14276		20/03/1989				de	Vichy	13584	20/03/1989		29/09/2017		Maire
14251Q	M.	Malhuret	Claude	ACTIF	14276		20/03/1989				de	Vichy	50871	30/09/2017				Conseiller municipal
04100U	Mme	Malovry	Lucienne	ANCIEN	11104			1995	16/03/2008		de	Cormeilles-en-Parisis	11091		1995	16/03/2008		Maire
14063N	M.	Manable	Christian	ACTIF	14267	01/04/1989		1989		2014	de	Rainneville	13583		1989		2014	Conseiller municipal
14031R	M.	Mandelli	Didier	ACTIF	13805			2001			de	Poiré-sur-Vie	13232		2001	18/05/2015		Maire
14031R	M.	Mandelli	Didier	ACTIF	13805			2001			de	Poiré-sur-Vie	13802	19/05/2015				Conseiller municipal
01004H	M.	Mano	Jean-Yves	ANCIEN	6290		18/03/2001	2001			de	Paris	2835	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
01004H	M.	Mano	Jean-Yves	ANCIEN	6290		18/03/2001	2001			de	Paris	2836	25/03/2001	2001			Adjoint au maire
03004R	M.	Mantienne	Bernard	ANCIEN	10587			2001	03/11/2016	2016	de	Verrières-le-Buisson	10585		2001	03/11/2016	2016	Maire
03004R	M.	Mantienne	Bernard	ANCIEN	10587			2001	03/11/2016	2016	de	Verrières-le-Buisson	10591		1971		2001	Maire
14111D	M.	Marc	Alain	ACTIF	13935			2001			d'	Ayssènes	13377		2001		2004	Conseiller municipal
14111D	M.	Marc	Alain	ACTIF	13935			2001			d'	Ayssènes	13641		2014	18/05/2017		Premier adjoint au maire
14111D	M.	Marc	Alain	ACTIF	13935			2001			d'	Ayssènes	51120	19/05/2017				Conseiller municipal
98046X	M.	Marc	François	ANCIEN	5189		20/03/1983	1983	11/03/2001	2001	de 	La Roche-Maurice	2089	20/03/1983	1983	11/03/2001	2001	Maire
98046X	M.	Marc	François	ANCIEN	6123		11/03/2001	2001	21/03/2008	2008	de 	La Roche-Maurice	2426	11/03/2001	2001	21/03/2008	2008	Conseiller municipal
93007T	M.	Marest	Max	ANCIEN	5862			1977	19/03/2016	2016	de	Breuillet	2211		1977		1995	Maire
93007T	M.	Marest	Max	ANCIEN	5862			1977	19/03/2016	2016	de	Breuillet	2375		1995	19/03/2016	2016	Conseiller municipal
14001X	M.	Marie	Didier	ACTIF	12940	01/01/1997	01/01/1997		01/01/2004		d'	Elbeuf	13122	01/01/1997		01/01/2004		Conseiller municipal
92035T	M.	Marini	Philippe	ANCIEN	703				11/03/2001	2001	de 	Compiègne	703			11/03/2001	2001	Maire
92035T	M.	Marini	Philippe	ANCIEN	6037		11/03/2001	2001			de	Compiègne	2337	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92035T	M.	Marini	Philippe	ANCIEN	6037		11/03/2001	2001			de	Compiègne	2614	17/03/2001	2001			Maire
92036U	M.	Marquès	René	ANCIEN	722				11/03/2001	2001	de 	Saint-Laurent-de-la-Salanque	722			11/03/2001	2001	Maire
11085T	M.	Marseille	Hervé	ACTIF	12533			1999			de	Meudon	12762		1999	20/10/2017		Maire
11085T	M.	Marseille	Hervé	ACTIF	12533			1999			de	Meudon	50800	21/10/2017				Conseiller municipal
04096S	M.	Marsin	Daniel	ANCIEN	11035			1995		2010	des	Abymes	11026		1995		2008	Maire
04096S	M.	Marsin	Daniel	ANCIEN	11035			1995		2010	des	Abymes	11266		2008		2010	Conseiller municipal
58633Q	M.	Marson	James	ANCIEN	10154				01/12/2017	2017		La Courneuve	3324			01/12/2017	2017	Maire
000561	M.	Martin	André	ANCIEN	10155							Montville	3325					Maire
59235J	M.	Martin	Hubert	ANCIEN	10156				08/06/2008	2008		Briey	3326			08/06/2008	2008	Conseiller municipal
95047L	M.	Martin	Pierre	ANCIEN	763				11/03/2001	2001	d'	Hallencourt	763			11/03/2001	2001	Maire
95047L	M.	Martin	Pierre	ANCIEN	6078		11/03/2001		23/03/2014		d'	Hallencourt	2380	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95047L	M.	Martin	Pierre	ANCIEN	6078		11/03/2001		23/03/2014		d'	Hallencourt	2615	17/03/2001	2001	23/03/2014		Maire
83042R	M.	Masseret	Jean-Pierre	ANCIEN	6585		18/01/2001	2001	21/03/2008	2008	de 	Saint-Quirin	3051	18/03/2001	2001	21/03/2008	2008	Conseiller municipal
83042R	M.	Masseret	Jean-Pierre	ANCIEN	6587			1995		1997	d'	Hayange	3053		1995		1997	Maire
83042R	M.	Masseret	Jean-Pierre	ANCIEN	10555			1983		1995	de	Metz	10551		1983		1995	Conseiller municipal
95003X	M.	Massion	Marc	ANCIEN	748			1977	11/03/2001	2001	de 	Grand-Quevilly	748		1977	30/03/2000	2000	Adjoint au maire
95003X	M.	Massion	Marc	ANCIEN	748			1977	11/03/2001	2001	de 	Grand-Quevilly	2383	30/03/2000	2000	11/03/2001	2001	Maire
95003X	M.	Massion	Marc	ANCIEN	6079		11/03/2001	2001			de	Grand-Quevilly	2384	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
95003X	M.	Massion	Marc	ANCIEN	6079		11/03/2001	2001			de	Grand-Quevilly	2664	17/03/2001	2001			Maire
01060R	M.	Masson	Jean Louis	ACTIF	10603		21/06/1995	1995		2001	de	Metz	10607	21/06/1995	1995		2001	Conseiller municipal
01060R	M.	Masson	Jean Louis	ACTIF	11349		21/03/2008				de	Nouilly	11318	21/03/2008				Conseiller municipal
83043S	M.	Masson	Paul	ANCIEN	673				11/03/2001	2001	de 	Estouy	673			11/03/2001	2001	Maire
13001T	Mme	Masson-Maret	Hélène	ANCIEN	12908				01/04/2014		de 	Grasse	13087			01/04/2014		Adjoint au maire
88011F	M.	Mathieu	François	ANCIEN	10157				17/11/1997	1997		Saint-Etienne	3327			17/11/1997	1997	Conseiller municipal
77047J	M.	Mathieu	Serge	ANCIEN	732			1971	11/03/2001	2001	de 	Corcelles-en-Beaujolais	732		1971	11/03/2001	2001	Maire
01038T	Mme	Mathon-Poinat	Josiane	ANCIEN	6583		23/03/2001	2001	21/03/2008	2008	de	La Ricamarie	3048	23/03/2001	2001	21/03/2008	2008	Adjoint au maire
000502	M.	Matraja	Pierre	ANCIEN	10158							Sausset-les-Pins	3328					Maire
08009T	M.	Maurey	Hervé	ACTIF	11489			2001	21/03/2016		de	Bernay	11418		2001		2002	Adjoint au maire
08009T	M.	Maurey	Hervé	ACTIF	11489			2001	21/03/2016		de	Bernay	11419		2003	21/03/2016		Maire
08009T	M.	Maurey	Hervé	ACTIF	11490			1983		1989	de	Bonneville-Aptot	11420		1983		1989	Conseiller municipal
92037V	M.	Mauroy	Pierre	ANCIEN	700				11/03/2001	2001	de 	Lille	700			11/03/2001	2001	Maire
92037V	M.	Mauroy	Pierre	ANCIEN	6215		18/03/2001	2001	21/03/2008	2008	de	Lille	2554	18/03/2001	2001	21/03/2008	2008	Conseiller municipal
08062Y	M.	Mayet	Jean-François	ACTIF	11736			2001	31/03/2014		de	Châteauroux	11595		2001	31/03/2014		Maire
95048M	M.	Mazars	Georges	ANCIEN	764				02/11/1998	1998	de 	Dourgne	764			02/11/1998	1998	Maire
12039E	M.	Mazars	Stéphane	ANCIEN	12925			2008			de 	Rodez	13110		2008			Adjoint au maire
08053X	M.	Mazuir	Rachel	ACTIF	11707			1977		2002	de	Bourg-en-Bresse	11648		1977		2002	Adjoint au maire
86039K	M.	Mélenchon	Jean-Luc	ANCIEN	630			1983		2001	de 	Massy	630		1983		1989	Conseiller municipal
86039K	M.	Mélenchon	Jean-Luc	ANCIEN	630			1983		2001	de 	Massy	11327		1995		2001	Conseiller municipal
86039K	M.	Mélenchon	Jean-Luc	ANCIEN	630			1983		2001	de 	Massy	11328		1989		1995	Adjoint au maire
04057K	Mme	Mélot	Colette	ACTIF	13776			2001	01/04/2014		de	Melun	13196		2001	01/04/2014		Adjoint au maire
04057K	Mme	Mélot	Colette	ACTIF	13776			2001	01/04/2014		de	Melun	13197		1977		2001	Conseiller municipal
19563B	M.	Menonville	Franck	ACTIF	50953	16/03/2008	30/03/2014				de	Stainville	50261	30/03/2014		31/10/2017		Adjoint au maire
19563B	M.	Menonville	Franck	ACTIF	50953	16/03/2008	30/03/2014				de	Stainville	50870	01/11/2017				Conseiller municipal
04083M	M.	Merceron	Jean-Claude	ANCIEN	10979			1977			de	Givrand	10984		1977	30/06/2006	2006	Maire
04083M	M.	Merceron	Jean-Claude	ANCIEN	10979			1977			de	Givrand	11138		1977			Conseiller municipal
14147R	Mme	Mercier	Marie	ACTIF	13981		15/03/2001				de	Châtenoy-le-Royal	13438	15/03/2001		22/10/2017		Maire
14147R	Mme	Mercier	Marie	ACTIF	13981		15/03/2001				de	Châtenoy-le-Royal	50739	23/10/2017				Conseiller municipal
95049N	M.	Mercier	Michel	ANCIEN	733				11/03/2001	2001	de 	Thizy	733			11/03/2001	2001	Maire
95049N	M.	Mercier	Michel	ANCIEN	12927		01/01/2013	2013			de	Thizy-les-Bourgs	13114	01/01/2013	2013			Maire
000323	M.	Meric	André	ANCIEN	10159							Calmont	3329					Maire
59717X	M.	Merli	Pierre	ANCIEN	10160				03/11/2002	2002		Antibes Juan-les-Pins	3330			03/11/2002	2002	Maire
01020H	M.	Mermaz	Louis	ANCIEN	6549			1971		2001	de	Vienne	3008		1971		2001	Maire
92038W	M.	Metzinger	Charles	ANCIEN	10161							Freyming-Merlebach	3331					Conseiller municipal
11067R	Mme	Meunier	Michelle	ACTIF	12813		19/03/1989			2008	de	Nantes	12972	19/03/1989			2008	Adjoint au maire
19671E	M.	Meurant	Sébastien	ACTIF	51182		16/03/2008				de	Saint-Leu-la-Forêt	50422	16/03/2008		18/10/2017		Maire
19671E	M.	Meurant	Sébastien	ACTIF	51182		16/03/2008				de	Saint-Leu-la-Forêt	50992	19/10/2017				Conseiller municipal
08051V	M.	Mézard	Jacques	ANCIEN	11695			1983			d'	Aurillac	11563		1983			Conseiller municipal
08051V	M.	Mézard	Jacques	ANCIEN	11695			1983			d'	Aurillac	11566		1983		1992	Adjoint au maire
95050F	Mme	Michaux-Chevry	Lucette	ANCIEN	792				11/03/2001	2001	de 	Basse-Terre	792			11/03/2001	2001	Maire
95050F	Mme	Michaux-Chevry	Lucette	ANCIEN	6080		11/03/2001	2001	21/03/2008	2008	de	Basse-Terre	2385	11/03/2001	2001	21/03/2008	2008	Conseiller municipal
95050F	Mme	Michaux-Chevry	Lucette	ANCIEN	11325		21/03/2008	2008			de	Basse-Terre	11242	21/03/2008	2008			Maire
11014C	Mme	Michel	Danielle	ANCIEN	12233		18/06/1995		01/04/2014		de	Saint-Paul-Lès-Dax	12348	18/06/1995		17/03/2001		Conseiller municipal
11014C	Mme	Michel	Danielle	ANCIEN	12233		18/06/1995		01/04/2014		de	Saint-Paul-Lès-Dax	12980	18/03/2001		21/09/2012	2012	Maire
11014C	Mme	Michel	Danielle	ANCIEN	12233		18/06/1995		01/04/2014		de	Saint-Paul-Lès-Dax	13105	22/07/2013		01/04/2014		Conseiller municipal
04084N	M.	Michel	Jean-Pierre	ANCIEN	10983			1983		2004	d'	Héricourt	10987		1983		2004	Maire
58635S	Mme	Midy	Monique	ANCIEN	10162				15/12/2016	2016		Colombes	3332			15/12/2016	2016	Conseiller municipal
08074D	M.	Milhau	Jean	ANCIEN	11851			1965			de	Cazals	11669		1995			Conseiller municipal
08074D	M.	Milhau	Jean	ANCIEN	11851			1965			de	Cazals	11670		1965		1995	Maire
04092N	M.	Milon	Alain	ACTIF	11018			1989			de	Sorgues	11012		1989	01/01/2011	2011	Maire
04092N	M.	Milon	Alain	ACTIF	11018			1989			de	Sorgues	13086	01/01/2012	2012	01/10/2017		Adjoint au maire
04092N	M.	Milon	Alain	ACTIF	11018			1989			de	Sorgues	51115	02/10/2017				Conseiller municipal
92039X	M.	Miquel	Gérard	ANCIEN	674			1971	11/03/2001	2001	de 	Nuzéjouls	674		1971	11/03/2001	2001	Maire
92039X	M.	Miquel	Gérard	ANCIEN	6155		11/03/2001	2001	21/03/2008	2008	de	Nuzéjouls	2456	11/03/2001	2001	17/03/2001	2001	Conseiller municipal
92039X	M.	Miquel	Gérard	ANCIEN	6155		11/03/2001	2001	21/03/2008	2008	de	Nuzéjouls	2665	17/03/2001	2001		2004	Maire
92039X	M.	Miquel	Gérard	ANCIEN	6155		11/03/2001	2001	21/03/2008	2008	de	Nuzéjouls	11102		2004	21/03/2008	2008	Conseiller municipal
08033T	M.	Mirassou	Jean-Jacques	ANCIEN	11608			1989	26/09/2008	2008	de	Toulouse	11490		1989	26/09/2008	2008	Conseiller municipal
98013N	M.	Miraux	Jean-Luc	ANCIEN	5050			1977	11/03/2001	2001	de 	Pacy-sur-Eure	2019			11/03/2001	2001	Maire
98013N	M.	Miraux	Jean-Luc	ANCIEN	6216		18/03/2001	2001			de	Vernon	2555	18/03/2001	2001	25/03/2001	2001	Conseiller municipal
98013N	M.	Miraux	Jean-Luc	ANCIEN	6216		18/03/2001	2001			de	Vernon	2854	25/03/2001	2001	21/03/2008	2008	Maire
98013N	M.	Miraux	Jean-Luc	ANCIEN	6216		18/03/2001	2001			de	Vernon	11265		2008			Conseiller municipal
59551T	M.	Miroudot	Michel	ANCIEN	10163				25/06/1999	1999		Villersexel	3333			25/06/1999	1999	Conseiller municipal
19335Q	M.	Mizzon	Jean-Marie	ACTIF	50955	30/03/2014	19/03/1989				de	Basse-Ham	50263	19/03/1989		22/10/2017		Maire
19335Q	M.	Mizzon	Jean-Marie	ACTIF	50955	30/03/2014	19/03/1989				de	Basse-Ham	50899	23/10/2017				Conseiller municipal
19369B	M.	Moga	Jean-Pierre	ACTIF	51383	18/03/2001	18/03/2001		29/03/2014		de	Tonneins	50564	18/03/2001		29/03/2014		Maire
