ID Assemblee	Code sexe	Prenom elu	Nom elu	Date naissance	Date deces	Commune de naissance	Departement de naissance	Pays de naissance	Nom profession	Categorie profession	Famille profession
PA719770	M.	Florian	Bachelier	1979-04-05		Thionville	Moselle	France	Avocat	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA719778	M.	François	Jolivet	1966-03-21		Chateauroux	Indre	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719790	M.	Philippe	Chalumeau	1963-11-08		Rochefort	Charente-Maritime	France	Médecin 	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719798	M.	Daniel	Labaronne	1955-07-16		Paris	Paris	FRANCE	Maître de conférences	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA719806	Mme	Sophie	Auconie	1963-08-19		Dugny	Seine-Saint-Denis	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719814	Mme	Fabienne	Colboc	1971-08-09		Thiais	Val-de-Marne	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719822	Mme	Sabine	Thillaye	1959-05-18		Remscheid		Allemagne	Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA719830	M.	Nicolas	Démoulin	1972-07-22		Bordeaux	Gironde	France	Gérant d'une agence de communication	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA719842	M.	Mustapha	Laabid	1969-03-29		Rennes	Ille-et-Vilaine	France	Directeur de fondation	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719850	Mme	Cendra	Motin	1975-01-29		Bagnols-sur-Cèze	Gard	FRANCE	Autre profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719858	Mme	Monique	Limon	1953-12-05		Paris	Paris	France	Retraitée Fonction publique territoriale	Anciens cadres et professions intermédiaires	Retraités
PA719866	Mme	Caroline	Abadie	1976-09-07		Saint-Martin-d'Hères	Isère	FRANCE	Industriel-Chef entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719874	Mme	Élodie	Jacquier-Laforge	1978-04-15		Grenoble	Isère	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719882	Mme	Marjolaine	Meynier-Millefert	1982-09-30		Échirolles	Isère	France	Consultante	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719890	Mme	Danielle	Brulebois	1947-07-04		Longwy sur le Doubs	Jura	France	Retraitée de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA719910	M.	Mounir	Belhamiti	1985-03-08		Nantes	Loire-Atlantique	France	Ingénieur chef de projet digital	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719914	Mme	Geneviève	Darrieussecq	1956-03-04		Dax	Landes	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719918	M.	Fabien	Lainé	1976-04-15		Arcachon	Gironde	France	Commercial	Professions intermédiaires administratives et commerciales des entreprises	Professions Intermédiaires
PA719922	M.	Lionel	Causse	1971-05-06		Toulouse	Haute-Garonne	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719930	M.	Boris	Vallaud	1975-07-25		Beyrouth 		Liban	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA719938	M.	Marc	Fesneau	1971-01-11		Paris 15ème	Paris	France	Directeur d'un institut de formation	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA719942	M.	Stéphane	Baudu	1965-05-01		Blois	Loir-et-Cher	France	Chargé d'affaire en informatique	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719946	M.	Guillaume	Peltier	1976-08-27		Paris 14	Paris	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA719952	M.	Jean-Michel	Mis	1967-07-28		Saint-Étienne	Loire	France	Autre cadre (secteur privé)	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA719960	Mme	Valéria	Faure-Muntian	1984-09-02		Kilia		Ukraine	Agent d'assurances	Employés de commerce	Employés
PA719972	Mme	Nathalie	Sarles	1962-04-17		Valence	Drôme	France	Salariée du secteur médical	Employés administratifs d'entreprise	Employés
PA719980	M.	Julien	Borowczyk	1979-05-02		Montbrison 	Loire	france	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA719994	Mme	Catherine	Kamowski	1958-04-08		Valenciennes	Nord	France	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720002	Mme	Sarah	El Haïry	1989-03-16			Loir-et-Cher	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720014	Mme	Huguette	Tiegna	1982-04-01		Bangassogo		Burkina Faso	Docteur, Ingénieur Recherche et Dévelopement	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720022	M.	Michel	Lauzzana	1957-03-20		Castelsarrasin	Tarn-et-Garonne	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720030	M.	Alexandre	Freschi	1979-05-17		Marmande	Lot-et-Garonne	France	Dirigeant de société	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA720038	Mme	Sandrine	Josso	1975-09-19		Guérande	Loire-Atlantique	France	Autre profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720046	Mme	Audrey	Dufeu Schubert	1980-06-03		Saint-Nazaire	Loire-Atlantique	FRANCE	Directrice établissement de santé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720054	M.	Yannick	Haury	1954-06-12		Nantes	Loire-Atlantique	France	Pharmacien	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720066	Mme	Stéphanie	Rist	1973-08-06		Athis-Mons	Essonne	France	Médecin	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720074	Mme	Caroline	Janvier	1982-03-09		Nantes	Loire-Atlantique	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720092	M.	Richard	Ramos	1968-03-23		Blois	Loir-et-Cher	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720100	M.	Aurélien	Pradié	1986-03-14		Cahors	Lot	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720108	Mme	Valérie	Oppelt	1973-12-10		Nantes	Loire-Atlantique	France	Administrateur de sociétés	Artisans	Artisans, commerçants et chefs d'entreprise
PA720116	Mme	Anne-France	Brunet	1962-06-12		Saint-Maur des Fossés	Val-de-Marne	France	Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720124	Mme	Aude	Amadou	1980-02-29		Coutances	Manche	France	Ex-sportive de haut niveau	Anciens cadres et professions intermédiaires	Retraités
PA720138	Mme	Laetitia	Saint-Paul	1981-01-21		Chartres	Eure-et-Loir	France	Officier de l'armée de Terre	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720146	M.	Denis	Masséglia	1981-04-11		Nice	Alpes-Maritimes	France	Ingénieur Arts et métiers	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720154	Mme	Nicole	Dubré-Chirat	1951-12-18		Felletin	Creuse	France	Retraitée de la fonction publique hospitalière et chargée de formation	Anciens cadres et professions intermédiaires	Retraités
PA720162	M.	Philippe	Bolo	1967-03-25		Limoges	Haute-Vienne	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720170	Mme	Carole	Grandjean	1983-05-18		Suresnes	Hauts-de-Seine	FRANCE	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720178	M.	Laurent	Garcia	1970-05-31		Paris (16e)	Paris	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720190	M.	Bertrand	Sorre	1965-05-08		Cherbourg	Manche	France	Enseignant 1er degré-directeur d'école (en disponibilité)	Employés de la fonction publique	Employés
PA720198	M.	Grégory	Galbadon	1973-01-21		Coutances	Manche	France	Fonctionnaire territorial	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720202	Mme	Sonia	Krimi	1982-12-20		Tunis		Tunisie	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720210	Mme	Valérie	Beauvais	1963-03-08		Nevers	Nièvre	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA720214	Mme	Aina	Kuric	1987-05-15		Creil	Oise	France	Chef d'entreprise dans l'œnologie	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA720222	M.	Éric	Girardin	1962-02-12		Sézanne	Marne	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720230	Mme	Lise	Magnier	1984-12-31		Châlons-sur-Marne	Marne	France	cadre territorial	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720242	Mme	Bérangère	Abba	1976-10-22		Chaumont	Haute-Marne	France	Responsable de commerce	Employés de commerce	Employés
PA720256	Mme	Géraldine	Bannier	1979-11-22		Laval	Mayenne	FRANCE	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720268	M.	Olivier	Damaisin	1966-08-05		Romans-sur-Isère	Drôme	France	Représentant de commerce	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA720278	M.	Matthieu	Orphelin	1972-12-03		Saint-Nazaire	Loire-Atlantique	France	Cadre supérieur (entreprises publiques)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720286	Mme	Caroline	Fiat	1977-01-28		VERDUN	Meuse	France	Salariée du secteur médical	Ouvriers qualifiés	Ouvriers
PA720298	Mme	Émilie	Cariou	1971-10-14		VERDUN	Meuse	FRANCE	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720310	M.	Christophe	Arend	1975-08-12		Forbach	Moselle	France	Dentiste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720318	Mme	Hélène	Zannier	1972-09-19		Saint-Avold	Moselle	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720326	M.	Brahim	Hammouche	1971-05-17		Smaoun		Algérie	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720334	M.	Jimmy	Pahun	1962-05-15		Paris	Paris	France	Navigateur	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720342	Mme	Nicole	Le Peih	1959-09-28		Pontivy 	Morbihan	France	Agriculteur-propriétaire exploitant	Agriculteurs exploitants	Agriculteurs exploitants
PA720354	M.	Jean-Michel	Jacques	1968-02-29		Metz	Moselle	France	Infirmier des forces spéciales	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720362	M.	Belkhir	Belhaddad	1969-07-09		Timgad		Algérie	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA720370	M.	Ludovic	Mendes	1987-04-11		Metz	Moselle	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720378	M.	Richard	Lioger	1957-09-18		Paris 10	Paris	France	Professeur des Universités	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720386	M.	Fabien	Di Filippo	1986-08-23		Sarrebourg	Moselle	France	Cadre du secteur privé	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720394	Mme	Nicole	Trisse	1963-06-29		Sarreguemines	Moselle	France	Salariée du secteur médical	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720402	M.	Xavier	Paluszkiewicz	1972-12-13		Villerupt	Meurthe-et-Moselle	France	Employé (secteur privé)	Employés administratifs d'entreprise	Employés
PA720414	M.	Patrice	Perrot	1964-02-24		Decize	Nièvre	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA720422	M.	Adrien	Quatennens	1990-05-23		Lille	Nord	FRANCE	Employé (secteur privé)	Professions intermédiaires administratives et commerciales des entreprises	Professions Intermédiaires
PA720430	M.	Ugo	Bernalicis	1989-09-25		Arras	Pas-de-Calais	France	Fonctionnaire de catégorie A	Employés de la fonction publique	Employés
PA720438	M.	Christophe	Di Pompeo	1964-07-15		Hautmont	Nord	France	Professeur de faculté	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720446	Mme	Brigitte	Liso	1959-07-29		Lille	Nord	France	Commerçant	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA720454	M.	Dimitri	Houbron	1991-02-12		Roubaix	Nord	France	Conseiller juridique	Employés de la fonction publique	Employés
PA720468	M.	Sébastien	Chenu	1973-04-13		Beauvais	Oise	France	Conseiller en communication	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720480	Mme	Charlotte	Lecocq	1977-07-17		Pointe-à-Pitre	Guadeloupe	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720492	Mme	Catherine	Osson	1974-02-07		Croix	Nord	France	Directrice d'école	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720500	Mme	Valérie	Petit	1976-06-23		Meaux	Seine-et-Marne	France	Enseignant chercheur 	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720512	M.	Laurent	Pietraszewski	1966-11-19		Saint-Denis	Seine-Saint-Denis	FRANCE	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720516	Mme	Florence	Morlighem	1970-04-10		Roubaix	Nord	France	Syndic de copropriété	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720520	Mme	Anne-Laure	Cattelot	1988-10-25		Maubeuge	Nord	France	Conseillère Développement économique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720538	Mme	Jennifer	De Temmerman	1977-02-16		Valenciennes	Nord	France	Profession rattachée à l'enseignement	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720546	M.	Alain	Bruneel	1952-03-07		Tourcoing	Nord	France	Retraité salarié privé	Anciens cadres et professions intermédiaires	Retraités
PA720552	Mme	Isabelle	Rauch	1968-08-10		Villers-Semeuse	Ardennes	France	Consultante	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720560	Mme	Perrine	Goulet	1978-03-19		Nevers	Nièvre	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720568	Mme	Agnès	Thill	1964-06-02		Paris 14ème	Paris	France	Enseignant du 1er degré-Directeur d'école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720576	M.	Pascal	Bois	1959-12-03		Paris	Paris	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720586	M.	Pierre	Vatin	1967-08-21		Saint-Quentin	Aisne	France	Permanent politique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720590	M.	Benoit	Potterie	1967-07-23		Calais	Pas-de-Calais	France	Opticien audioprothésiste	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA720598	Mme	Marguerite	Deprez-Audebert	1952-05-17		Béthune	Pas-de-Calais	France	Retraitée salariée (secteur privé)	Anciens artisans, commerçants, chefs d'entreprise	Retraités
PA720606	M.	Ludovic	Pajot	1993-11-18		Beuvry	Pas-de-Calais	France	Sans profession déclarée	Sans profession déclarée	Sans profession déclarée
PA720614	Mme	Marine	Le Pen	1968-08-05		Neuilly-sur-Seine	Hauts-de-Seine	France	Avocate	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720622	Mme	Carole	Bureau-Bonnard	1965-08-09		La Fère	Aisne	France	Masseur-kinésithérapeute	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720630	M.	Maxime	Minot	1987-07-20		Clermont-de-l'Oise	Oise	France	Employé (secteur privé)	Employés administratifs d'entreprise	Employés
PA267743	M.	Édouard	Courtial	1973-06-28							
PA720644	M.	Jérôme	Nury	1972-08-25		Valence	Drôme	France	Cadre de la fonction publique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720652	M.	Bruno	Duvergé	1957-04-03		Cambrai	Nord	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720664	M.	José	Evrard	1945-07-17		Cauchy-à-la-Tour	Pas-de-Calais	France	Retraité de la fonction publique (hors enseignement)	Anciens employés et ouvriers	Retraités
PA720684	M.	Pierre-Henri	Dumont	1987-10-07		Grande-Synthe	Nord	France	Collaborateur parlementaire	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720692	M.	Fabien	Roussel	1969-04-16		Béthune	Pas-de-Calais	France	Attaché parlementaire	Employés de la fonction publique	Employés
PA720696	Mme	Béatrice	Descamps	1961-04-24		Valenciennes	Nord	France	Enseignant 1er deg.-directeur école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720704	Mme	Laurence	Vichnievsky	1955-02-05		Boulogne-Billancourt	Hauts-de-Seine	France	Magistrat	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720720	Mme	Josy	Poueyto	1954-01-13		Paris 4ème	Paris	France	Retraitée de la fonction publique (hors enseignement)	Anciens cadres et professions intermédiaires	Retraités
PA720728	M.	Jean-Paul	Mattei	1954-03-21		SAARBURG		ALLEMAGNE	Notaire	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720738	M.	Thierry	Michels	1960-08-27		Strasbourg	Bas-Rhin	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720746	M.	Sylvain	Waserman	1967-12-08		Paris 07	Paris	France	Industriel-Chef d'entreprise	Chefs d'entreprise de 10 salariés ou plus	Artisans, commerçants et chefs d'entreprise
PA720754	M.	Bruno	Studer	1978-06-18		Colmar	Haut-Rhin	France	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720764	Mme	Florence	Lasserre-David	1974-06-29		Bayonne	Pyrénées-Atlantiques	France	Employée du secteur privé	Employés administratifs d'entreprise	Employés
PA720772	M.	Vincent	Bru	1955-04-29		Bayonne	Pyrénées-Atlantiques	France	Professeur de faculté	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720780	M.	Jean-Bernard	Sempastous	1964-08-05		Bagnères-de-Bigorre	Hautes-Pyrénées	France	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720790	M.	Romain	Grau	1974-06-21		Perpignan	Pyrénées-Orientales	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720798	M.	Louis	Aliot	1969-09-04		Toulouse	Haute-Garonne	France	Autre profession	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720806	Mme	Laurence	Gayte	1965-09-25		Paris 13ème	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720814	M.	Sébastien	Cazenove	1976-12-28		Perpignan	Pyrénées-Orientales	France	Fonctionnaire territorial	Professions intermédiaires administratives et commerciales des entreprises	Professions Intermédiaires
PA720822	M.	Bruno	Bilde	1976-09-22		Laxou	Meurthe-et-Moselle	France	Juriste	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720830	Mme	Valérie	Thomas	1968-01-21		Desertines	Allier	France	Autre profession libérale	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720846	M.	Bastien	Lachaud	1980-08-05		Vitry sur Seine	Val-de-Marne	France	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720854	M.	Stéphane	Testé	1968-05-10		Aulnay-sous-Bois	Seine-Saint-Denis	France	Enseignant du 1er dégré-Directeur d'école	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720862	M.	Frédéric	Descrozaille	1967-04-16		Neuilly-sur-Seine	Hauts-de-Seine	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720870	M.	Jean François	Mbaye	1979-01-01		Dakar		Senegal	Juriste	Employés de la fonction publique	Employés
PA720878	M.	Laurent	Saint-Martin	1985-06-22		Toulouse	Haute-Garonne	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720892	Mme	Mathilde	Panot	1989-01-15		Tours	Indre-et-Loire	France	Coordinatrice de projets associatifs	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720900	Mme	Cécile	Rilhac	1974-04-21		paris 15	Paris	france	Profession rattachée à l'enseignement	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720908	Mme	Naïma	Moutchou	1980-11-04		Ermont	Val-d'Oise	France	Avocat	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720916	Mme	Fiona	Lazaar	1985-09-19			Val-d'Oise	France	Cadre d'entreprise	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720924	Mme	Nathalie	Elimas	1973-06-05		Beauvais	Oise	France	Enseignante 1er degré-directrice d'école	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA720932	M.	Dominique	Da Silva	1968-06-30		L'Isle-Adam	Val-d'Oise	France	Industriel-Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA720944	Mme	Zivka	Park	1985-01-22		Aubervilliers	Seine-Saint-Denis	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA720952	M.	Aurélien	Taché	1984-05-26		Niort	Deux-Sèvres	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720960	M.	Olivier	Serva	1974-06-21		Pointe-à-Pitre 	Guadeloupe	France	Expert comptable	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA720968	Mme	Justine	Benin	1975-03-12		Abymes	Guadeloupe	France	Fonctionnaire de catégorie B	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720976	M.	Max	Mathiasin	1956-02-24		Deshaies	Guadeloupe	France	Fonction publique territoriale	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA720988	Mme	Josette	Manin	1950-03-16		Lamentin	Martinique	France	Retraitée salariée (secteur privé)	Anciens cadres et professions intermédiaires	Retraités
PA720996	M.	M'jid	El Guerrab	1983-04-25		Aurillac	Cantal	France	Autre cadre (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721004	Mme	Amélia	Lakrafi	1978-03-20		Casablanca		Maroc	Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721012	Mme	Manuéla	Kéclard-Mondésir	1971-05-06		Le Lamentin	Martinique	France	technicienne territoriale	Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés	Professions Intermédiaires
PA721024	Mme	Anne	Genetet	1963-04-20		Neuilly sur seine	Paris	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721036	M.	Lénaïck	Adam	1992-02-19		Saint Laurent du Maroni	Guyane	France	Cadre supérieur (entreprises privée)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721046	Mme	Nathalie	Bassire	1968-01-22		Saint-Pierre	Réunion	France	Retraitée de l'enseignement	Anciens cadres et professions intermédiaires	Retraités
PA721054	M.	David	Lorion	1964-10-15		Saint-Pierre	Réunion	France	Maître de conférences à l'Université	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721062	M.	Jean-Hugues	Ratenon	1967-06-25		Saint-Benoît	Réunion	France	Employé (secteur privé)	Employés de commerce	Employés
PA721070	Mme	Nadia	Ramassamy	1961-05-17		Sainte-Clotilde	Réunion	France	Médecin	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
PA721094	M.	Philippe	Dunoyer	1968-01-11		Nouméa	Nouvelle-Calédonie	France	Fonctionnaire de catégorie A	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721110	Mme	Nicole	Sanquer	1972-06-16		Papeete		Polynésie française	Professeur du secondaire et technique	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721118	M.	Moetai	Brotherson	1969-10-22		Papeete	Polynésie Française	France	Autre profession	Sans profession déclarée	Sans profession déclarée
PA721126	Mme	Claire	Guion-Firmin	1957-09-06		Saint-Martin	Saint-Barthélemy et Saint-Martin	Saint-Martin	Directrice générale adjointe d'hôtel	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721134	M.	Roland	Lescure	1966-11-26		Paris 11ème	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721142	Mme	Paula	Forteza	1986-08-08		Paris	Paris	France	Cadre supérieur (secteur privé)	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721150	M.	Alexandre	Holroyd	1987-05-17		Bale		Suisse	Sans profession déclarée	Anciens cadres et professions intermédiaires	Retraités
PA721158	M.	Pieyre-Alexandre	Anglade	1986-11-02		Paris 16	Paris	France	Agent contractuel au Parlement européen	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721166	Mme	Samantha	Cazebonne	1971-08-10		La Rochelle	Charente-Maritime	France	Profession rattachée à l'enseignement	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721174	M.	Joachim	Son-Forget	1983-04-15		Séoul		Corée du Sud	Médecin	Cadres de la fonction publique, professions intellectuelles et  artistiques	Cadres et professions intellectuelles supérieures
PA721182	M.	Frédéric	Petit	1961-02-10		Marseille	Bouches-du-Rhône	France	Ingénieur	Cadres d'entreprise	Cadres et professions intellectuelles supérieures
PA721194	Mme	Frédérique	Dumas	1963-05-18		Paris 20ème	Paris	France	Industriel-Chef d'entreprise	Commerçants et assimilés	Artisans, commerçants et chefs d'entreprise
PA721202	M.	Éric	Coquerel	1958-12-30		Courbevoie	Hauts-de-Seine	France	Industriel-Chef d'entreprise	Professions libérales et assimilés	Cadres et professions intellectuelles supérieures
